,title,description,price,date_posted,address,url
75,For Rent - 1 bedroom Apartment - 161 St. George Street,"DescriptionLooking for your new rental property in a great location that will complement your lifestyle? 161 St. George is ideally located in the Annex, with easy-access to UofT. Below are some of the highlights of 161 St. George for you to get a better idea of what living there would look like.Suite Features:Freshly renovated, bright, and spacious open-concept suiteBeautiful modern kitchen featuring new appliances (stove, dishwasher, microwave, fridge), breakfast bar, and quartz countertopsBrand new 4-piece bathroom with contemporary cabinetryLarge balconyCommunity Features:Heat and water included in the rentOn-site laundry facilityIndoor and outdoor parking available (for an additional fee) and visitor parkingControlled access and surveillance camerasGet access to our free MemberPerks program for residentsLocation Features:Walk score of 91 and Transit score of 96Walking distance to St. George TTC subway stationClose proximity to University of TorontoKensington Market, Chinatown, Yorkville and Koreantown within walking distanceMidst of the exciting cultural precinct on Bloor Street, which includes the ROM, the Bata Shoe Museum, the Gardiner Museum, and Telus Centre (Koerner Hall).Interested in viewing a suite? Our on-site leasing consultants would be happy to take you on a private tour or a virtual tour.Disclaimer - The unit photos and virtual tours displayed here are for representation purposes only. Available units and prices may vary based on unit location in building, unit size, features, finishes, floor plan and occupancy date. Prices shown are starting prices for each unit type and are subject to change without notice. Errors &amp; Omissions excepted.","$2,250",2023-02-21 16:21:44,"161 St. George Street, Toronto, ON, M5R 2M3",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/for-rent-1-bedroom-apartment-161-st-george-street/1650682170
76,For Rent - Bachelor Apartment - 161 St. George Street,"DescriptionLooking for your new rental property in a great location that will complement your lifestyle? 161 St. George is ideally located in the Annex, with easy-access to UofT. Below are some of the highlights of 161 St. George for you to get a better idea of what living there would look like.Suite Features:Freshly renovated, bright, and spacious open-concept suiteBeautiful modern kitchen featuring new appliances (stove, dishwasher, microwave, fridge), breakfast bar, and quartz countertopsBrand new 4-piece bathroom with contemporary cabinetryLarge balconyCommunity Features:Heat and water included in the rentOn-site laundry facilityIndoor and outdoor parking available (for an additional fee) and visitor parkingControlled access and surveillance camerasGet access to our free MemberPerks program for residentsLocation Features:Walk score of 91 and Transit score of 96Walking distance to St. George TTC subway stationClose proximity to University of TorontoKensington Market, Chinatown, Yorkville and Koreantown within walking distanceMidst of the exciting cultural precinct on Bloor Street, which includes the ROM, the Bata Shoe Museum, the Gardiner Museum, and Telus Centre (Koerner Hall).Interested in viewing a suite? Our on-site leasing consultants would be happy to take you on a private tour or a virtual tour.Disclaimer - The unit photos and virtual tours displayed here are for representation purposes only. Available units and prices may vary based on unit location in building, unit size, features, finishes, floor plan and occupancy date. Prices shown are starting prices for each unit type and are subject to change without notice. Errors &amp; Omissions excepted.","$2,150",2023-02-21 16:21:42,"161 St. George Street, Toronto, ON, M5R 2M3",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/for-rent-bachelor-apartment-161-st-george-street/1650682168
77,For Rent - Bachelor Apartment - 177 St. George Street,"DescriptionLooking for your new rental property in a great location that will complement your lifestyle? 177 St. George is ideally located in the Annex, with immediate access to UofT.  Below are some of the highlights of 177 St. George for you to get a better idea of what living there would look like.Suite Features:Freshly renovated, bright, and spacious open-concept suite with a large balconyBeautiful modern kitchen featuring new appliances (stove, dishwasher, microwave, fridge), breakfast bar, and quartz countertopsBrand new 4-piece bathroom with contemporary cabinetryCommunity Features:On-site laundry facilityIndoor and outdoor parking available (for an additional fee) and visitor parkingStorage locker available (for an additional fee)Controlled access and surveillance camerasProfessionally managed communityGet access to our free MemberPerks program for residentsLocation Features:Walk score of 91 and Transit score of 96St. George TTC subway station within walking distanceUniversity of Toronto nearbyClose proximity to Kensington Market, Chinatown, Yorkville and KoreatownMidst of the exciting cultural precinct on Bloor Street, which includes the ROM, the Bata Shoe Museum, the Gardiner Museum, and Telus Centre (Koerner Hall).Interested in viewing a suite? Our on-site leasing consultants would be happy to take you on a private tour or a virtual tour.Disclaimer - The unit photos and virtual tours displayed here are for representation purposes only. Available units and prices may vary based on unit location in building, unit size, features, finishes, floor plan and occupancy date. Prices shown are starting prices for each unit type and are subject to change without notice. Errors &amp; Omissions excepted.","$2,150",2023-02-21 16:21:41,"177 St. George Street, Toronto, ON, M5R 2M5",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/for-rent-bachelor-apartment-177-st-george-street/1650682382
78,For Rent - 1 bedroom Apartment - 245 Howland Avenue,"DescriptionFully renovated and spacious suites with modern open concept kitchen featuring chrome accents, quartz countertop, new stainless steel double under mount sink with tall sink faucet, modern cabinetry, ceramic tiles and backsplash. Stainless-steel Refrigerator, Stove and over the range Microwave. Fully renovated bathrooms include upgraded fixtures, new bath tub, ceramic tiles, and new vanity with quartz countertop. The unit is freshly painted with modern color palette, has newly re-finished hardwood / LVP laminate flooring in living area, brand-new light and hardware fixtures. Some suites offer walk-in closet and extra storage closet.Key Building Amenities:Dedicated and friendly on-site management teamWater and Heat includedNewly renovated and secured laundry facilityOutdoor parking ($)Pet friendlyKeyless security access and surveillance camerasEnhanced cleaning procedures in high traffic areasThorough cleaning of every suite before you move-inThis beautiful low-rise building is conveniently located in the very popular The Annex neighbourhood which is one of Toronto’s oldest &amp; most prominent neighborhoods; it is most recognized for its turn-of-the-century housing plus its vicinity to the University of Toronto and other colleges, George Brown &amp; Loretto Colleges. Dupont subway station is a short walk away. There’s a whole lot of things to do &amp; explore at The Annex shopping area including cafes, restaurants &amp; it also close to supermarkets like Sobeys &amp; Loblaws for your day to day necessities. The building features a gated courtyard with trees, hedges and a picnic table on the front lawn. (401).Our on-site leasing consultants are available to tour you through building amenities and available suites via a personal video call.Disclaimer - The unit photos and virtual tours displayed here are for representation purposes only. Available units and prices may vary based on unit location in building, unit size, features, finishes, floor plan and occupancy date. Prices shown are starting prices for each unit type and are subject to change without notice. Errors &amp; Omissions excepted.","$2,199",2023-02-21 16:21:40,"245 Howland Avenue, Toronto, ON, M5R 3B7",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/for-rent-1-bedroom-apartment-245-howland-avenue/1650682349
79,For Rent - 2 bedrooms Apartment - 245 Howland Avenue,"DescriptionFully renovated and spacious suites with modern open concept kitchen featuring chrome accents, quartz countertop, new stainless steel double under mount sink with tall sink faucet, modern cabinetry, ceramic tiles and backsplash. Stainless-steel Refrigerator, Stove and over the range Microwave. Fully renovated bathrooms include upgraded fixtures, new bath tub, ceramic tiles, and new vanity with quartz countertop. The unit is freshly painted with modern color palette, has newly re-finished hardwood / LVP laminate flooring in living area, brand-new light and hardware fixtures. Some suites offer walk-in closet and extra storage closet.Key Building Amenities:Dedicated and friendly on-site management teamWater and Heat includedNewly renovated and secured laundry facilityOutdoor parking ($)Pet friendlyKeyless security access and surveillance camerasEnhanced cleaning procedures in high traffic areasThorough cleaning of every suite before you move-inThis beautiful low-rise building is conveniently located in the very popular The Annex neighbourhood which is one of Toronto’s oldest &amp; most prominent neighborhoods; it is most recognized for its turn-of-the-century housing plus its vicinity to the University of Toronto and other colleges, George Brown &amp; Loretto Colleges. Dupont subway station is a short walk away. There’s a whole lot of things to do &amp; explore at The Annex shopping area including cafes, restaurants &amp; it also close to supermarkets like Sobeys &amp; Loblaws for your day to day necessities. The building features a gated courtyard with trees, hedges and a picnic table on the front lawn. (401).Our on-site leasing consultants are available to tour you through building amenities and available suites via a personal video call.Disclaimer - The unit photos and virtual tours displayed here are for representation purposes only. Available units and prices may vary based on unit location in building, unit size, features, finishes, floor plan and occupancy date. Prices shown are starting prices for each unit type and are subject to change without notice. Errors &amp; Omissions excepted.","$2,599",2023-02-21 16:21:40,"245 Howland Avenue, Toronto, ON, M5R 3B7",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/for-rent-2-bedrooms-apartment-245-howland-avenue/1650682235
80,For Rent - 1 bedroom Apartment - 391 Sherbourne Street,"DescriptionLooking for your new rental property in a great location that will complement your lifestyle? 391 Sherbourne Street is ideally located in the heart of downtown Toronto. Below are some of the highlights of 391 Sherbourne Street for you to get a better idea of what living there would look like.Suite Features:Freshly renovated, bright, and spacious open-concept suiteBeautiful modern kitchen featuring stainless steel appliances (stove, dishwasher, microwave, fridge), breakfast bar, and quartz countertopsBrand new 4-piece bathroom with contemporary cabinetryCommunity Features:Heat and water included in the rentOn-site laundry facilityIndoor and outdoor parking available (for an additional fee) and visitor parkingControlled access and surveillance camerasGet access to our free MemberPerks program for residentsLocation Features:Walk score of 93 and Transit score 87Wellesley Community Recreation Centre and Library, Allan Gardens Park, and Toronto Metropolitan University within walking distanceEaton Centre, Yonge and Dundas Square, Nathan Philip Square nearbyEasy access to Loblaws, Sobeys, Metro, and College Park shopping centreCollege TTC subway station nearbyKensington Market and Chinatown nearbyInterested in viewing a suite? Our on-site leasing consultants would be happy to take you on a private tour or a virtual tour.Disclaimer - The unit photos and virtual tours displayed here are for representation purposes only. Available units and prices may vary based on unit location in building, unit size, features, finishes, floor plan and occupancy date. Prices shown are starting prices for each unit type and are subject to change without notice. Errors &amp; Omissions excepted.","$1,999",2023-02-21 16:21:39,"391 Sherbourne Street, Toronto, ON, M4X 1K4",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/for-rent-1-bedroom-apartment-391-sherbourne-street/1650682393
81,For Rent - Bachelor Apartment - 608 Church Street,"DescriptionLooking for your new rental property in a great location that will complement your lifestyle? 608 Church Street is ideally located in the heart of downtown Toronto at Church and Wellesley, with multiple TTC Subway Stations just minutes away. Below are some of the highlights of 608 Church Street for you to get a better idea of what living there would look like.Suite Features:Freshly renovated, bright, and spacious open-concept suiteBeautiful modern kitchen featuring stainless steel appliances (stove, microwave, fridge), and quartz countertopsBrand new 4-piece bathroom with contemporary cabinetryCommunity Features:On-site laundry facilityControlled access and surveillance camerasLocation Features:Walk score of 98 and Transit score 90Walking distance to Wellesley Community Recreation Centre and Library, Allan Gardens park, Bloor and Yonge, Toronto Public Library and Royal Ontario MuseumCentre, Yonge and Dundas Square, Nathan Philip Square, Toronto Metropolitan University, University of Toronto and Queens Park nearbyEasy access to Loblaws, Sobeys, Metro, and College Park shopping centreBloor-Yonge and Wellesley TTC subway stations within walking distanceInterested in viewing a suite? Our on-site leasing consultants would be happy to take you on a private tour or a virtual tour.Disclaimer - The unit photos and virtual tours displayed here are for representation purposes only. Available units and prices may vary based on unit location in building, unit size, features, finishes, floor plan and occupancy date. Prices shown are starting prices for each unit type and are subject to change without notice. Errors &amp; Omissions excepted.","$1,850",2023-02-21 16:21:38,"608 Church Street, Toronto, ON, M4Y 2E7",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/for-rent-bachelor-apartment-608-church-street/1650682429
82,For Rent - 1 bedroom Apartment - 83 & 85 Silver Birch Avenue,"DescriptionLooking for a rental property in a great location that will complement your lifestyle? 83 &amp; 85 Silver Birch Ave. are beautiful low-rise buildings connected by a charming courtyard. Ideally located in the heart of ‘The Beaches’ neighborhood in Toronto. Below are some of the highlights of 83 &amp; 85 Silver Birch Ave. for you to get a better idea of what living there would look like.Suite Features:Freshly renovated, bright, and spacious suiteBeautiful modern kitchen featuring stainless steel appliances (stove, dishwasher, microwave, fridge) and quartz countertopsBrand new 4-piece bathroom with contemporary cabinetryCommunity Features:Heat and water included in the rentOn-site laundry facilityOutdoor parking is available (for an additional fee) and visitor parkingControlled access to buildingGet access to our free MemberPerks program for residentsLocation Features:Walk score of 79 and Transit score of 68Walking distance to Valumart grocery storeWoodbine Beach and big box stores like Lowes, Metro, Canadian Tire are all in close proximityWalking distance to Silver Birch Beach, Balmy Beach Park, and KEW GardensBus stop and street car stop across the street from the building2.6 kms. to TTC subway station (Danforth Station)Interested in viewing a suite? Our on-site leasing consultants would be happy to take you on a private tour or a virtual tour.Disclaimer - The unit photos and virtual tours displayed here are for representation purposes only. Available units and prices may vary based on unit location in building, unit size, features, finishes, floor plan and occupancy date. Prices shown are starting prices for each unit type and are subject to change without notice. Errors &amp; Omissions excepted.","$2,120",2023-02-21 16:21:37,"85 Silver Birch Avenue, Toronto, ON, M4E 3L2",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/for-rent-1-bedroom-apartment-83-85-silver-birch-avenue/1650847434
83,FURNISHED BSMNET APT,"Description2 FURNISHED BDRMS -BSMNT APT
NEWLY RENOVATED
CAD$1925.00
CLOSE TO AMENTIES: - SCHOOLS- SENECA COLLEGE 3 STOPS- GROCERY - TTC
FAMILY &amp; QUIET AREA
LOCATION: VICTORIA PARK/MCNICOLL
NO PETS - NO SMOKING WITHIN BUILDING
UTILITIES: 1/3 (WATER/GAS BILLS)
NO INTERNET
NO PARKING
REFERENCE /EQUIFAX REQUIRED
PAYMENT:- 	FIRST + LAST
POST DATED CHEQUES-PERIOD OF RENT
REFUNDABLE SECURITY: CAD$1000 SUBJECT (2 KEYS SETS /APT CONDITION/ CLEANENCE .","$1,925",2023-02-21 16:10:29,"Scarborough, ON M1W 2H2",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/furnished-bsmnet-apt/1651147145
84,LUXURY CONDOS WITH 5 STARS AMENITIES FOR RENT ,"Description***PLEASE READ THE AD FIRST***
*PLEASE DO NOT CONTACT ME IF YOU DON'T HAVE THE REQUIREMENTS.
*THIS AD DOES NOT BELONG TO ANY PARTICULAR UNIT.
LUXURY CONDOS WITH 5 STARS AMENITIES IN RICHMOND HILL, MARKHAM, NORTH YORK, SCARBOROUGH, VAUGHAN. Close to Shopping, Restaurants, Highways...
1 Bedroom starting 2350$ (Depending on the area and availability)
1+1 Bedroom starting 2550$(Depending on the area and availability)
2 Bedroom starting 2800$( Depending on the area and availability)
3 Bedroom starting 3000$( Depending on the area and availability)
***Requirements***: Employment letter, Full credit history with a good score, Pay stubs, and Rental Application.
MY SERVICES ARE FREE FOR THE TENANTS
Ehsan Mir 416 937 2102
Sales Representative at Rlp","$2,400",2023-02-21 16:06:33,"Sheppard–Yonge station, Toronto, ON M2N 5Y7, Canada",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-condos-with-5-stars-amenities-for-rent/1651146640
85,,,,,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedroom-home-in-high-park-renovated-with-skylights/1651146422
86,,,,,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-condos-with-great-amenities-for-rent/1651146415
87,,,,,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/house-for-rent-in-scarborough-at-kennedy-lawrance/1651146237
88,,,,,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/spa-beauty-clinic-and-physio-in-central-etobicoke/1648262948
89,,,,,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/upscale-2-bedroom-suite-don-mills-sheppard-ave-e/1631277280
90,2 Bdm. for Rent in Midtown Toronto!  Yonge and St. Claire Ave. W,"DescriptionOur Rental Office remains operational in light of COVID-19. The health and safety of you, employees, residents and the community is the utmost importance. Call today to learn how we can safely assist with your new home search.Live well at South Algiers; located at the main intersection of St. Clair Avenue West and Yonge Street, we are conveniently located within steps to the subway, shopping and a short drive to Allen Road and Highway 401.All these conveniences compliment your stylish, bright and airy living space. This vibrant midtown Toronto neighbourhood offers the excitement of downtown living, but still has a quaint, small-town feel!Suite Features:Very spacious, approximately 743 - 840 square feetFreshly paintedWood flooringFridge and stoveSome suites include two full bathsCeiling fanPrivate balconyHeat and water includedUpgraded suites include:Stainless steel appliances*Dishwasher*Over-the-range microwave*Open concept kitchen with island*Designer cabinetry*Recessed lighting*Property Features:Laundry facilitiesSurface parkingUnderground parkingLandscaped groundsPet friendlySecure entryOn-site managementNeighbourhood Attractions:Steps to Brown Junior Public School, Arrowsmith School and Avenue Road Art SchoolEnjoy the sunshine at Glenn Gould ParkTreat yourself to dinner at Bistro Five61Getting around is a breeze, with the St. Clair Subway Station, streetcar and bus access all nearbyLiving with RealstarLive well with 24 hour on-site management. Realstar strives to provide you with a superior living experience and exceptional resident care. We organize social events that foster a sense of community. Realstar buildings are impeccably clean, well maintained and environmentally efficient.565 Avenue Road, Toronto, ON M4V 2J9The rental office is open daily with 24 hour application approval. Realstar makes renting easy. Come view this apartment today!Call: 437-703-8728*Prices, incentives, availability and specifications are subject to change. Images may not reflect actual suite finishes. Pet restrictions may apply. E. &amp; O.E.","$2,400",2023-02-06 00:08:10,"565 Avenue Road, Toronto, ON, M4V 2J9",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bdm-for-rent-in-midtown-toronto-yonge-and-st-claire-ave-w/1639867929
91,2 Bedroom - Upper Canada 110/140/160 Erskine,"DescriptionUpper Canada Apartments offers you access to restaurants, shopping, theatres, schools, and much more!Two-Bedroom available AprilMonthly rent from $2,675 -$2,795 plus electricityParking is $165 - 175 monthly.HOMESTEAD LAND HOLDINGS LIMITEDUPPER CANADA COURT110/140/160 Erskine Avenue.Toronto, Ontario416-486-8310 -Call today for a tour!For more information on this building including amenities, photos and floor plans please visit:https://www.homestead.ca/apartments/110-erskine-avenue-torontohttps://www.homestead.ca/apartments/140-erskine-avenue-torontohttps://www.homestead.ca/apartments/160-erskine-avenue-torontoHOMESTEAD.CAWe offer pre-authorized debit and online banking to make paying rent easy and simple.Prices and availability are subject to change at any time without notice.Pictures are for reference only.","$2,675",2023-02-18 22:02:02,"110/140/160/165 Erskine Avenue, Toronto, ON, M4P 1Z2",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-upper-canada-110-140-160-erskine/1646340489
92,1 Bedroom - 80 Forest Manor Road,"DescriptionDon Mills &amp; Sheppard! Excellent access to the DVP and 401, combined with the convenience of being directly across the street from the Fairview Mall.One-Bedroom available AprilMonthly rent from $2,345 plus electricityParking is $155 monthlyHOMESTEAD LAND HOLDINGS LTD.ELM GROVE APARTMENTS80 Forest Manor RoadToronto, Ontario416-491-1900 -Call Today for a Tour!For more information on this building including amenities, photos and floor plans please visit:https://www.homestead.ca/apartments/80-forest-manor-road-torontoHOMESTEAD.CAWe offer pre-authorized debit and online banking to make paying rent easy and simple.Prices and availability are subject to change at any time without notice.Pictures are for reference only.","$2,345",2023-02-18 22:02:01,"80 Forest Manor Road, Toronto, ON, M2J 1M6",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-80-forest-manor-road/1649320588
93,1 Bedroom - 225 Van Horne Ave,"DescriptionLocated in the North end of Toronto on the corner of Van Horne Ave and Don Mills Road! Close to Seneca College!One bedroom available AprilMonthly rent from $2,150 plus electricityParking is $150 - $180 monthlyHOMESTEAD LAND HOLDINGS LTD.225 VAN HORNE APARTMENTS225 Van Horne Ave.Toronto, Ontario.416-756-4739-Call today for a tour!For more information on this building including amenities, photos and floor plans please visit:https://www.homestead.ca/apartments/225-van-horne-avenue-torontoHOMESTEAD.CAWe offer pre-authorized debit and online banking to make paying rent easy and simple.Prices and availability are subject to change at any time without notice.Pictures are for reference only.","$2,150",2023-02-18 22:02:14,"225 Van Horne Ave, Toronto, ON, m2j 2t9",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-225-van-horne-ave/1649699647
94,3 bedrooms apartment for rent,"Description3 bedrooms apartment for rent, located at eglinton and don mills. 100 Leeward Glenway","$2,900",2023-02-12 03:19:02,"North York, ON M3C 2Z1",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedrooms-apartment-for-rent/1647199723
95,Scarborough 2 Bedroom Apartment for Rent - 1350 Danforth Road,"DescriptionCurrent PromotionsView our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing.  (647) 696-7899Virtual Open House:View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. (647) 696-7899Newly renovated, spacious apartments for rent.City living in a park setting. 1350 Danforth Road in Scarborough is set in an established residential neighbourhood adjacent to Knob Hill Park and connected to the expansive West Highland Creek Parklands. Parkvue is linked to the city via direct TTC bus access to the Warden Subway Station, Eglinton Go Train Station, and to the nearby Scarborough Town Centre. Neighbourhood retail is located across the street, grocery supermarket, convenience retail and service are available on Danforth Road, Eglinton and Lawrence, Scarborough Hospital is nearby and public schools are within easy walking distance. This is a community that enjoys all the conveniences of city living. 1350 Danforth has modern open concept layouts, stunning, newly renovated kitchens with stainless steel appliances including dishwasher and microwave. Chic bathrooms and balconies make these the perfect suites for your family. Laundry and indoor and outdoor parking are available in the building and our professional and friendly on-site staff are always happy to help. Photos and 360 Virtual Tour for reference only, which give a general sense of unit layouts and finishes. Please schedule a personalized video call or tour to view available units and amenities by calling, texting or emailing our leasing agents.The safest way to find your new home.On-line options available at all properties for ease of rental payments, maintenance requests, and communication with property management – all accessible from your preferred personal device.Virtual Tour1 Bedroom2 Bedrooms3 Bedrooms&gt;MapsUtilities IncludedHeatProperty AmenitiesUnderground parkingOutdoor parkingElevatorsLaundry facilitiesEnterphone Security SystemOn-Site ManagementSecurity Card AccessDanforth &amp; Eglinton is the closest main intersectionConvenient neighbourhood with many restaurants and stores in walking distanceParks next door with tennis courts, basketball courts, playground and ice-hockey rinkBus stop directly outside on Danforth Road, connects with Subway lineKennedy Station 2 km awayEglinton GO Station 2 km awayScarborough General Hospital 1.5 km awayClosest local park, Knob Hill ParkNo Frills Grocery Store at top of streetMany schools to chose from within walking distance10 minutes from Scarborough BluffsParkingPets AllowedSecurityNewly RenovatedElevatorDigital Lock at Unit Front DoorSuite AmenitiesStoveHardwood floorsIn-suite storageMicrowaveBalconyAppliancesMicrowave OvenStove/OvenTile Floor In KitchenParquet FloorsRangeDeckBalconies","$1,974",2023-02-21 17:18:49,"1350 Danforth Road, Scarborough, ON, M1J 1G3",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/scarborough-2-bedroom-apartment-for-rent-1350-danforth-road/1568954381
96,Scarborough 3 Bedroom Apartment for Rent - 1360 Danforth Road,"DescriptionCurrent PromotionsView our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. (647) 696-7899Virtual Open House:View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. (647) 696-7899Please visit our leasing office at 1350 Danforth Rd.City living in a park setting. 1360 Danforth Road in Scarborough is set in an established residential neighbourhood adjacent to Knob Hill Park and connected to the expansive West Highland Creek Parklands. Parkvue is linked to the city via direct TTC bus access to the Warden Subway Station, Eglinton Go Train Station, and to the nearby Scarborough Town Centre. Neighbourhood retail is located across the street, grocery supermarket, convenience retail and service are available on Danforth Road, Eglinton and Lawrence, Scarborough Hospital is nearby and public schools are within easy walking distance. This is a community that enjoys all the conveniences of city living. 1360 Danforth has modern open concept layouts, stunning, newly renovated kitchens with stainless steel appliances including dishwasher and microwave. Chic bathrooms and balconies make these the perfect suites for your family. Laundry and indoor and outdoor parking are available in the building and our professional and friendly on-site staff are always happy to help. Photos and 360 Virtual Tour for reference only, which give a general sense of unit layouts and finishes. Please schedule a personalized video call or tour to view available units and amenities by calling, texting or emailing our leasing agents.The safest way to find your new home.On-line options available at all properties for ease of rental payments, maintenance requests, and communication with property management – all accessible from your preferred personal device.Virtual Tour1 Bedroom2 Bedrooms3 BedroomsMapsUtilities IncludedHeatProperty AmenitiesUnderground parkingOutdoor parkingElevatorsLaundry facilitiesEnterphone Security SystemOn-Site ManagementSecurity Card AccessSmart Card LaundryDanforth &amp; Eglinton is the closest main intersectionConvenient neighbourhood with many restaurants and stores in walking distanceParks next door with tennis courts, basketball courts, playground and ice-hockey rinkBus stop directly outside on Danforth Road, connects with Subway lineKennedy Station 2 km awayEglinton GO Station 2 km awayScarborough General Hospital 1.5 km awayClosest local park, Knob Hill ParkNo Frills Grocery Store at top of streetMany schools to chose from within walking distance10 minutes from Scarborough BluffsParkingPets AllowedSecurityNewly RenovatedElevatorDigital Lock at Unit Front DoorSuite AmenitiesStoveDishwasher availableHardwood floorsWalk-in closetsMicrowaveBalconyMicrowave OvenStove/OvenDishwasherParquet FloorsRangeLaminate Floor In KitchenBalconies","$2,799",2023-02-21 17:18:48,"1360 Danforth Road, Scarborough, ON, M1J 1G4",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/scarborough-3-bedroom-apartment-for-rent-1360-danforth-road/1650847653
97,Scarborough 2 Bedroom Apartment for Rent - 1360 Danforth Road,"DescriptionCurrent PromotionsView our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. (647) 696-7899Virtual Open House:View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. (647) 696-7899Please visit our leasing office at 1350 Danforth Rd.City living in a park setting. 1360 Danforth Road in Scarborough is set in an established residential neighbourhood adjacent to Knob Hill Park and connected to the expansive West Highland Creek Parklands. Parkvue is linked to the city via direct TTC bus access to the Warden Subway Station, Eglinton Go Train Station, and to the nearby Scarborough Town Centre. Neighbourhood retail is located across the street, grocery supermarket, convenience retail and service are available on Danforth Road, Eglinton and Lawrence, Scarborough Hospital is nearby and public schools are within easy walking distance. This is a community that enjoys all the conveniences of city living. 1360 Danforth has modern open concept layouts, stunning, newly renovated kitchens with stainless steel appliances including dishwasher and microwave. Chic bathrooms and balconies make these the perfect suites for your family. Laundry and indoor and outdoor parking are available in the building and our professional and friendly on-site staff are always happy to help. Photos and 360 Virtual Tour for reference only, which give a general sense of unit layouts and finishes. Please schedule a personalized video call or tour to view available units and amenities by calling, texting or emailing our leasing agents.The safest way to find your new home.On-line options available at all properties for ease of rental payments, maintenance requests, and communication with property management – all accessible from your preferred personal device.Virtual Tour1 Bedroom2 Bedrooms3 BedroomsMapsUtilities IncludedHeatProperty AmenitiesUnderground parkingOutdoor parkingElevatorsLaundry facilitiesEnterphone Security SystemOn-Site ManagementSecurity Card AccessSmart Card LaundryDanforth &amp; Eglinton is the closest main intersectionConvenient neighbourhood with many restaurants and stores in walking distanceParks next door with tennis courts, basketball courts, playground and ice-hockey rinkBus stop directly outside on Danforth Road, connects with Subway lineKennedy Station 2 km awayEglinton GO Station 2 km awayScarborough General Hospital 1.5 km awayClosest local park, Knob Hill ParkNo Frills Grocery Store at top of streetMany schools to chose from within walking distance10 minutes from Scarborough BluffsParkingPets AllowedSecurityNewly RenovatedElevatorDigital Lock at Unit Front DoorSuite AmenitiesStoveDishwasher availableHardwood floorsWalk-in closetsMicrowaveBalconyMicrowave OvenStove/OvenDishwasherParquet FloorsRangeLaminate Floor In KitchenBalconies","$1,944",2023-02-21 17:18:46,"1360 Danforth Road, Scarborough, ON, M1J 1G4",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/scarborough-2-bedroom-apartment-for-rent-1360-danforth-road/1568954269
